path	tip_blob	content_sha256	in_base	base_blob	status
nessie_tests/output-skill/examples/run-2026-07-24/manifest.json	321a83fbd78271594b74384bce7ec6ec3d4db5ce	059ba48bb00f2eae54186bc7a6d655ca325c1a79d1fadc71b9c20e195c083018	no	-	absent_on_base_add
nessie_tests/output-skill/examples/run-2026-07-24/turns.json	3f627aa71a572058c8fcabbecbb18d59b17d333b	12efd006478bee2f5ac7ef7f860dedd525f86670b0212f405084b71f40f8b0f2	no	-	absent_on_base_add
nessie_tests/output-skill/examples/triage.json	37809dcb7ee1c7b47a89a94fdba23dacd9addaf1	ce468c0d99784c29497e916f016fda6e790bea8e1e11bab666e1b6508f873778	no	-	absent_on_base_add
nessie_tests/output-skill/README.md	73fb61104985de3a7cf335e092ca20d93e46fefe	c8d4d08e587a506aaff13610c2f1a77e317372200fbe9d0a32bdd2730eca5e8d	no	-	absent_on_base_add
nessie_tests/output-skill/REFERENCE.md	c7d4e61cb1b51af437bec9730502c5053de2f289	dc76992a3cbc2efc6f7970be8bee473b4905142f394b22e5cd6d81f18d9887b5	no	-	absent_on_base_add
nessie_tests/output-skill/scripts/build_report.py	3eb1d2f4debfa67ec5b91fb94413a19d389b72be	dc99f1f0c604121ffce94c5f4be1ae2dc61884d4d5f88654fb6e4ee83f105bb1	no	-	absent_on_base_add
nessie_tests/output-skill/scripts/fetch_run.py	8a83169ec486ea477a8f70f741c0a63a76b082bc	2733665fa55fec5998f3d56ccdd08b8f1144ab17f2cb509603b5b9a575a09dcf	no	-	absent_on_base_add
nessie_tests/output-skill/scripts/rehydrate_report.py	b31aae813cfa25f9e11e907a67bfa78cf113a48b	4afbf1bca8e3af29e4e323206c1664cf9ecd8cb3c5fe53b699f6d22fc23e737f	no	-	absent_on_base_add
nessie_tests/output-skill/SKILL.md	f255cd159dde2c07c147efe0e86388c9a05feeb1	76102c00e098c83f7817c496e34ba2f54051b390286b1b39a213370cb190e6bc	no	-	absent_on_base_add
nessie_tests/output-skill/templates/report.html.tpl	19df76054006e82c1860df7cf1102e99d364a6e8	846fa4695132b27c64f7e590ce5e953876caf2892b4b00816693698bb5a81d16	no	-	absent_on_base_add
nessie_tests/pathsetup.py	bf2bc2b059be701cc066d83d48f132815507adf2	101722f94299c3eae395d4e1a24498051737ae21a9617bb7ffa68800e61de138	no	-	absent_on_base_add
nessie_tests/preflight.py	c89a225d9685d786533c810a46b2768b25acb5cc	aee401fdda47182a3c10a67b6a2c5c53ced42bf7f1e2783a3cdd8cfca9e735df	no	-	absent_on_base_add
nessie_tests/probes/probe-2026-07-29.json	8c68a121718fa2a9172b5246a2a25dcfca4fa901	36f03d8d5123166c8f1cc192cdc27f23c86ded0fee2a90957ab55938a5225dfd	no	-	absent_on_base_add
nessie_tests/probes/probe-2026-07-29-retest.json	ee073efad7b7e5148bbb3177e70f8dae30966551	b337f18a4bae5142077776c877a723ce2e3979368483e685078404937723af71	no	-	absent_on_base_add
nessie_tests/probes/probe-cc-2026-07-31.json	095002df24723bbdabf9a1913120b2e49ca50388	4696dd3b2caf3acdb5f1abaee1a1619fda49f7e75a20e5a9f449382b823e2d6b	no	-	absent_on_base_add
nessie_tests/README.md	664fd2a4ded4749feb2f39a46612ec83164862bb	53214f5401ea616e0bb50fe1d82e3d8c3a5808abb6c61533df92e6fde9bbc5bf	no	-	absent_on_base_add
nessie_tests/report.py	7be2306fdfdede6d1e4c2957f7a4857d8059bf19	ec8d19d33de669a763fb083d268396fb5a66e18daaecb75f5c21a2def2ca9a69	no	-	absent_on_base_add
nessie_tests/route_observer.py	981f76c558a1eef9572b74a80f4610c288717dbc	f875d5535379e76bc7ad6eac5fd35dd9114ffea1bf9937cc069053db76d60b62	no	-	absent_on_base_add
nessie_tests/runner.py	ce8adf8e47bae7fa78c83ba8f9fa0a27645b083b	b57dc02bda82470367c4867fcc665da439d67bedac5eb2f06674796531b4e8a6	no	-	absent_on_base_add
nessie_tests/scripts/apply_qset.py	dec1ab9dc1a0b42e701cd209a70b883fcfaccc9d	7ce1114696eeafb94d32b03b20fdf7efa85f20eb46db654abb213912b97142c6	no	-	absent_on_base_add
nessie_tests/scripts/atlas_variants.py	56200ddba06d02799fcc11c102e696f98386b768	47a5ed3d9d762a40e4204628a86429fcd42e6388dd0d71f0eec446fb5f5b47fc	no	-	absent_on_base_add
nessie_tests/scripts/build_doc.py	c3094501fcde93fef2afaf650a1b2b548732e42f	318f8c3fafeeec9c6d94a21f6064ca532cbabf4bb220953b51da9d1300f8fd51	no	-	absent_on_base_add
nessie_tests/scripts/build_qset.py	bb7d805de80776548e063f0579394d13bb32ddc6	88d1c1dbc8b3b898d695962722ee52096507fa6b3b956fa7439401b91c95d66a	no	-	absent_on_base_add
nessie_tests/scripts/check_qset.py	ea40bedfa426aae318840492c1d43ee39e5e6da9	da59ae7b205b6c5fe2f4c27328a2340f811375ea45ff1542d470cd439716fb1f	no	-	absent_on_base_add
nessie_tests/scripts/delta_selection.py	a9ad663ad3dbaa88e5a14d037df485159370ec0d	1fe2b15580901f0d1c8d621f49f6bcce77ffb7f574cb0834d591ebd229dd4e8e	no	-	absent_on_base_add
nessie_tests/scripts/human_functional_rows.py	124c236a4214f2ad8dc607ed33a61966f04010f8	c5e37468c896b096bcb3712fe45dbcd4873b577e9d1f693dac2d54c3cf53ee7d	no	-	absent_on_base_add
nessie_tests/scripts/__init__.py	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	no	-	absent_on_base_add
nessie_tests/scripts/qset_data.py	1bc267eb2a087646bd5882052bd10ca60e36a5b9	98395f817996e36a800ceb51597a5dd1de0c32a23a660faaf583d8d2c5d04d53	no	-	absent_on_base_add
nessie_tests/scripts/remap_families.py	83441ac43927c23f8b2fae8f4a8c7da96c6d2882	fb67061536530421a4c51c9357a8b7bd7e4814170dd910814c2a5632519baa64	no	-	absent_on_base_add
nessie_tests/scripts/reverify.sh	be143b8e421c29c341bc16662b4e3ca61d9cf19b	ad9cb0d2f040c60fc8c2595ac406f405648fb38a60093933d7013044bfba1615	no	-	absent_on_base_add
nessie_tests/sources.py	3c9d3d781c791411866cfc114689c27b65ac5ce2	dbebae3f4ee317db7cfea68efda8dcf32f94634cbcedfe16892be64dcaf183d1	no	-	absent_on_base_add
nessie_tests/tests_container/__init__.py	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	no	-	absent_on_base_add
nessie_tests/tests_container/test_bundle.py	aea12e9aa8b42ac0613ad67681830a54e71842b1	72e25cc665021601dbf4cdca562fce06f5293b440353ebe41a32974fe3fbec15	no	-	absent_on_base_add
nessie_tests/tests_container/test_endpoint_contract.py	eba8fdc7ecea96f1466a203bd8e3bc47065c962a	0b368bd11492c948145570cf8bdc25086556308d0cd1286777d5a2e57874604b	no	-	absent_on_base_add
nessie_tests/tests_container/test_management_command.py	f9342ad003ae52a214d5341bcc35f70ee60257d2	28b7e92d87fa345709c3fbae736696ea24aa9fe48b414f1f9308cd204d3fda50	no	-	absent_on_base_add
nessie_tests/tests/__init__.py	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	no	-	absent_on_base_add
nessie_tests/tests/test_bayesian.py	bb00a478cde35ba952ccba1ddce09250f7f0f01a	789c3b97ea0d970be952fa2c4cfd8f85dd2fa92d97cfcbe5cdc701d147ace225	no	-	absent_on_base_add
nessie_tests/tests/test_bayes_report.py	ceac3af6aa004761aea3f017877b0c097c8653ab	b53216025b0a3a6644e3541a09abb3a3e09288d4eb53df3cd2d881f59a7e05d4	no	-	absent_on_base_add
nessie_tests/tests/test_case_file.py	bbfe134def756df0444a0fff41fbf4f670087b63	d55ea11c13d4240aee313cb7f6e095f6bc313c48914d5a3097b3a33277d4347c	no	-	absent_on_base_add
nessie_tests/tests/test_catalog_drift.py	fd65f68334732356283595aa15787701ee2c5374	7c23c00f471742d98c145186b28b6ea426f7827184364084ded49b0787f7bf7a	no	-	absent_on_base_add
nessie_tests/tests/test_cli.py	4fb3f9a7a1482e57a18bf4cbdf8c01fb980ffcfb	c825a8c3f3d966740b660d0a32dfed2f87a5846c82371023f375597c5216a9ac	no	-	absent_on_base_add
nessie_tests/tests/test_collect.py	1c96782f6995c41e3e6e2453a002728b6338e726	80fd80b09ab47cb66d5a4237968aad85eb53fcbbe329ce552b726bf968955bb7	no	-	absent_on_base_add
nessie_tests/tests/test_consistency.py	a8bdfd77b783f6140138f24bb68637d46a6a44f4	6925452fccc7e3d353d799540304361c539c6cfd5a2b3f33f855b78b4d31abab	no	-	absent_on_base_add
nessie_tests/tests/test_corpus.py	4d21ac91f36fc1952edcfd8a308a79efce6806ac	9b9638a08a4dddd230e7e6b5016feb71cadc93111ef56607306acda6666b8dc4	no	-	absent_on_base_add
nessie_tests/tests/test_evaluate.py	a486ac512b5d2ad902cdb41178080c8765c26442	63d600861fa5f450ed34412fec897a63e9dfa152bbe40cd166a9b8e07dd04e27	no	-	absent_on_base_add
nessie_tests/tests/test_export.py	49f52b31e2d49252d7bfadcbe391f17439bbf458	e3e66b5a2e45180a17902ac6f515dddff7ab2c2cd807619103025bea3bfded6d	no	-	absent_on_base_add
nessie_tests/tests/test_floor_ops.py	7bccb1a3cda84157f8d0b3f8275df25bbbbe52d4	00f258547b0386ba9d90a687a796be6f75bc8a34647660c9d801c4e8874f98ad	no	-	absent_on_base_add
nessie_tests/tests/test_http_driver.py	6c9c428a8b51f01cfcec1ef69951f6b859ced8e9	8857b86a19780d795e436270b4d99b4a0ab778ec89a2fd9a98ef4ae16ac36445	no	-	absent_on_base_add
nessie_tests/tests/test_import_smoke.py	b936451ed40e2cf670d96205f557ac511bd3be11	66c6b67475799b3fb69b24a61917896f14a37cc51b7dc5a5b33d87cd74cd2433	no	-	absent_on_base_add
nessie_tests/tests/test_inline_route_assertions.py	f6c946070db20cece1cb8595732144dafaada9b6	6e77a0440395bb4700f26efe35bba5c6cd5b065917a9eec649afc235aba4e4d1	no	-	absent_on_base_add
nessie_tests/tests/test_manifest_report.py	3468c0938e1590dad06edd63968cdb0ef67464db	2502c869582079b2e62ae948c5e7bc3a19b7dd7d0fae2775c59b95c8cc2e4d21	no	-	absent_on_base_add
nessie_tests/tests/test_merge_grades.py	9ba6532fe2b98a18735c6945c448e07396c2f865	e510352342dcf4c143f02ff2b4e04501788f29ad774e06c51c4235783262079a	no	-	absent_on_base_add
nessie_tests/tests/test_output_skill_scripts.py	8bb1f6c800a43e3520efeb890b12100e13a72f88	0d06279feefd046c059a9c90704f859e0a5fdf55e979edec95961b5e0a3e781c	no	-	absent_on_base_add
nessie_tests/tests/test_overlay_content.py	7462973ecf8eca5fd27f15cbafe0f3e4e5d62942	16d5a553f6da8b55764d7bd55bb9b93de1a37103cc970f0a527b8142c436bea3	no	-	absent_on_base_add
nessie_tests/tests/test_preflight.py	640a3dfab121c8ae2e2819dc8665390e5e37c8c1	d48d27cf852e2de647f0781800085b0603b152e98ff521e65baa98fccd3af595	no	-	absent_on_base_add
nessie_tests/tests/test_probe_files.py	3c8490dd75b65594347f6ed9e48eced3baa280b8	a2bc381fe926345822ce1fdf6359d058eec1f121cb55bee5b63eb0fea393e319	no	-	absent_on_base_add
nessie_tests/tests/test_repro_and_consistency_wiring.py	ef7a3db34f8a5c91404e91ed01f0317c5e47c882	60a065b8d40d683a4fdee497713c04b182c34c53ec1b22ba7a0772a226ad9906	no	-	absent_on_base_add
nessie_tests/tests/test_retired.py	91645d7e8b4ceba36fa1f0c7dffd26053facac2e	8c89720f4243b23b5955ae3c07319c219e070b395417b46907c404d02aca6e4a	no	-	absent_on_base_add
nessie_tests/tests/test_route_observer.py	27ce20ee48d06df24adfa1692f18f3324c5aa77b	c08f62990bb2b57b45d2ce65011c691c797e31adecddcdaa8bf605e1d5029867	no	-	absent_on_base_add
nessie_tests/tests/test_route_policy_drop.py	2ccf9332b29816154f655f62bfac72ac9d076f02	f14efb71deb7da8bb363d7dd832a833241c9afd928ae6a95d525c8b51ebaf320	no	-	absent_on_base_add
nessie_tests/tests/test_route_policy_gate.py	5068c163a2eea743305477f96511d8048a636959	b1b5aee28d22f5028163300c2c4a126d5cab169d472ddc660a314f069c59ac01	no	-	absent_on_base_add
nessie_tests/tests/test_route_policy.py	cff6ee46ae6de67a67fabb61a4538e8efe5d7bae	12673902862d1e86992affc0aac1014f753390d3b9a41131c16cb878d50b4ddd	no	-	absent_on_base_add
nessie_tests/tests/test_run_case.py	9cae03aedb1ed71a9b9be5efd3e7037e6e961852	75acf39355991efd80a5a1e9061c49bd3298cad6b3f24b899726db1386ecc3ba	no	-	absent_on_base_add
nessie_tests/tests/test_runner.py	531dca4d7b793723ef630143f594fc7005bcebd6	15b69d82f1ce5fd478ee1123139f2ce6488fdec3bd479b6a35ce66431e5a8db4	no	-	absent_on_base_add
nessie_tests/tests/test_sample.py	681e87718e5c683d231d4abc57a46a8e86934218	60eb760848830f09dc4a2350f265578e71fe5ef05be59bcd5900aabc0f54dfec	no	-	absent_on_base_add
nessie_tests/tests/test_sources.py	55432b155c605981c994ac9ea1c602dc1cc806e3	c3526160c817cedabf31fbcfa29be9098f30b94c4b2450b77a5dd81964f2829a	no	-	absent_on_base_add
nessie_tests/tests/test_unified_corpus.py	e71e852f07f91e1b7015294a6f08f789c2254ce8	b17693c6a783a958ce8788248e5038990819ecf15ef3eff1f51f4271526c851d	no	-	absent_on_base_add
nessie_tests/tests/test_write_refusal_coverage.py	00b43f8f6f5726516ad298a0a6ca9bb14ffc8c96	40924e0d779e7aabbeda7e2b0387b89d1ae2261087c8920ff11a53d2af50a501	no	-	absent_on_base_add
